season,episode,name,rating
1,52,Fierce Fighting! Pokémon Girls' Festival!,7.4
1,53,It's Children's Day! All Members Gather!,6.9
1,54,Police Officer Gardie,7.1
1,55,Shutter Chance Is Pikachu,6.9
1,56,Pokémon Certification Test!?,7.7
1,57,The Secret of the Breeding Center!,7.3
1,58,Burn! Guren Gym!,7.6
1,59,Decisive Battle! Guren Gym!,8.3
1,60,Kamex's Island,7.2
1,61,Hanada Gym! Underwater Battle!,7.1
1,62,Pippi vs Purin,6.5
1,63,Tokiwa Gym! The Last Badge!,7.9
1,64,Barrierd of the Pokémon Circus,7.0
1,65,Rougela's Christmas,6.9
1,66,Iwark as a Bivouac,7.6
1,67,Rival Confrontation! Okido Laboratory,7.3
1,68,When Yadon Becomes Yadoran,7.1
1,69,Legend of Surfing Pikachu,7.2
1,70,Kusaihana of the Botanical Garden,6.9
1,71,"Lights, Camera, Quack-tion",6.6
1,72,Nyarth's A-I-U-E-O,7.8
1,73,Siba of the Shitenno Enters!,7.1
1,74,Fierce Battle! Ancient Pokémon,7.1
1,75,Garagara's Bone Club,7.0
1,76,All Fired Up!,7.4
1,77,Pokémon League Opens! Water Battlefield!,7.8
1,78,Ice Field! Blazing Battle!,7.6
1,79,Grass Battlefield! Unexpected Rival!,7.9
1,80,Rival Enters!,7.2
1,81,Sekiei Stadium! Vs Hiroshi!,7.5
1,82,Pokemon League! The Final Battle!,7.4
2,1,Masera Town! A New Journey,7.4
2,2,Blimp Accident!?,7.2
2,3,Southern Land Pokémon and the GS Ball,7.3
2,4,Save Laplace!,7.4
2,5,Orange League! Natsukan Gym!,7.6
2,6,Mystery of the Disappearing Pokémon!,7.8
2,7,The Crystal Iwark,7.2
2,8,Island of Pink Pokémon,7.1
2,9,Kabuto and the Fossil's Secret!,6.9
2,10,Dance! Pokémon Showboat!,6.8
2,11,Goodbye Koduck! Come Again Golduck?,7.6
2,12,Sailing Joy! Cross the Raging Waves!,7.0
2,13,Navel Gym! Snowy Mountain Battle!,7.5
2,14,Big Eater Kabigon! Big Panic!,7.3
2,15,Phantom Ship and Phantom Pokémon!,6.9
2,16,Nyarth-sama's Island!?,6.9
2,17,Strike Soldier's Pride,7.3
2,18,It's the Southern Island! All Members Assemble!,6.9
2,19,Kanna of the Shitenno! Ice Battle!!,7.2
2,20,Nidoran's Love Story,6.6
2,21,Coil-tachi of the Big Prairie!,6.8
2,22,Phantom of the Sewers!?,6.8
2,23,Yuzu Gym! Type Battle 3 vs 3!!,7.5
2,24,Pikachu vs Nyarth!?,7.3
2,25,Lizardon! I Choose You!!,8.0
2,26,Firefighting Showdown! Zenigame vs Kameil,7.3
2,27,Crush 'em! Kabigon!!,7.1
2,28,Tag Battle! The Final Gym!!,7.6
2,29,Koiking! The Secret of Evolution!!,6.8
2,30,Nyoromo and Kasumi,7.4
2,31,Winner's Cup! Full Battle 6 vs 6!!,8.0
2,32,Final Battle! Enter Kairyu!!,8.3
2,33,Goodbye Laplace!,7.4
2,34,Big Explosion of Marumine!?,6.9
2,35,Return to Masara Town!,7.5
2,36,Satoshi vs Shigeru!!,7.6
3,1,Don't Touch That 'dile,7.2
3,2,The Double Trouble Header,6.9
3,3,A Sappy Ending,7.1
3,4,"Roll On, Pokémon!",7.0
3,5,Illusion Confusion!,7.0
3,6,Flower Power,6.4
3,7,Spinarak Attack,6.9
3,8,Snubbull Snobbery,6.6
3,9,The Little Big Horn,6.9
3,10,The Chikorita Rescue,7.5
3,11,Once in a Blue Moon,6.8
3,12,Ledyba's Flute!,6.5
3,13,Happinas's Happy Nurse!,7.4
3,14,Dai Pinch! Madatsubomi no tô,6.8
3,15,Kikyo Gym! Sky Battle!!,7.7
3,16,Crybaby Maril!,6.7
3,17,Tanks a Lot!,6.8
3,18,Lizardon Valley! Until We Meet Again!!,7.9
3,19,Big Panic! Kimawari Contest!!,6.4
3,20,Chicorita's Jealousy!?,7.0
3,21,Hanecco's Jealousy! Battle in Big Prairie!!,6.7
3,22,Mysterious Superhero! Gligarman Enter!!,6.7
3,23,Merriep and the Pasture Girl,6.8
3,24,Battle! Hassam vs Heracross!!,7.5
3,25,Hinoarashi! Catch It!!,7.3
3,26,Hiwada Town! Yadon's Well!!,6.9
3,27,Kunugidama and the Bonguri Fruit!,6.9
3,28,Hiwada Gym! Forest Battlefield!!,7.6
3,29,Ubame Forest! Search for Kamonegi!!,6.4
3,30,Tricks of the Trade,7.3
3,31,"Burn, Zenigame Squad! Like a Fire!!",7.3
3,32,No Big Woop!,6.5
3,33,Tunnel Vision,6.5
3,34,Hour of the Houndour,7.1
3,35,Whose Is the Waninoko!? Satoshi vs Kasumi!,7.7
3,36,Airmd vs Hinoarashi! Wings of Steel!!,7.0
3,37,"Dance, Waninoko! The Steps of Love!!",6.8
3,38,A Differently Colored Yorunozuku! Catch It!!,7.3
3,39,Ringuma in Shock!,7.2
3,40,Kirinriki! The Village of Esper Pokémon!,6.8
3,41,Pokémon Fortune-telling!? Enormous Melee!,7.3
4,1,Kogane Gym! Speed & Power!?,7.3
4,2,Miltank! Revenge Battle!!,7.3
4,3,Battle at the Radio Tower! Surpass Spacetime!!,6.6
4,4,Bug Catching Tournament! Capture a Pokémon at the Natural Park!!,7.0
4,5,Where Is Usokkie!?,7.1
4,6,Ancient Pokémon Park! Ruins of Alph!!,7.0
4,7,The Carrier Poppo of the Poppo Store!,6.7
4,8,Zubat's Mansion! A Dangerous Labyrinth!!,6.8
4,9,Kapoerer vs. Fushigidane! Hand to Hand Showdown!!,6.8
4,10,The Three of the Jungle! Battle in the Hot Springs!!,6.9
4,11,Azumao! Fishing Battle!!,6.9
4,12,Goodbye Rokon! Pokémon Beauty Contest!!,6.5
4,13,Tsubotsubo vs Madatsubomi,6.8
4,14,Blacky! Battle During a Dark Night!!,7.3
4,15,Redian! Pass Through the Valley of the Wind!!,6.5
4,16,Village of Sonans!?,6.9
4,17,Aim to Be a Metamon Master! Imite,7.0
4,18,"Nyarth, Bull and Granbull!?",6.6
4,19,Ariados! Battle of Ninja Arts!!,6.8
4,20,"Flap, Yanyanma! Fly to Tomorrow's Sky!!",6.5
4,21,Popocco! Grass Pokémon Battle!!,7.0
4,22,Pikachu and Pichu!,6.9
4,23,Hellgar and Togepy!,7.0
4,24,The Burned Tower! Matsuba Appears!!,7.3
4,25,Enju Gym! Ghost Battle!!,7.7
4,26,The Five Sisters of Eievui! Battle at the Tea Convention!!,7.0
4,27,Yamikarasu! The Stolen Badges!!,6.5
4,28,Teppouo's Sky!,6.9
4,29,Himeguma's Secret!,6.9
4,30,The Mystery of the Frozen Himanuts!!,7.0
4,31,Dig Here Urimoo! Search for the Hot Spring!!,6.8
4,32,Freezer vs Purin! In the Middle of a Snowstorm!!,7.5
4,33,Windie and the Fire Stone!,6.9
4,34,There Aren't Any Nokocchi Here!?,6.2
4,35,Sonans! Is That So?,6.8
4,36,Takeshi Collapses! A Dangerous Camp!!,7.1
4,37,Ordile vs Kamex! Sumo Battle!!,7.4
4,38,You Can Speak with Pokémon!? The Words and Feelings of Pokémon!,6.9
4,39,Golbat vs the Masked Queen Musashi! The Battle in the Ruins!!,6.9
4,40,The Miracle of Doble!! Shining in the Morning Sun!,6.5
4,41,Nidorino and Nidorina! Takeshi's Rose Colored Days!?,7.1
4,42,Goodbye Chicorita!? The Electric Labyrinth!,7.2
4,43,Where Did Bayleaf Go!? Capture at the Herb Garden!,6.8
4,44,Naty Fortune Teller! The Mystery of Telling the Future!!,6.5
4,45,The Big Pokémon Balloon Race! Exceed the Storm!!,6.7
4,46,Muchul Is Daydreaming!! Do Superstars Like Pokémon?,6.6
4,47,Follow the Surfing Saidon!? The Battle at the Lake!,6.8
4,48,Where's Kakureon!? Huge Chaos Created by the Invisible Pokémon!,6.5
4,49,The Nurse Joy Who Hates Water Pokémon!? Kasumi's Anger!,6.7
4,50,Mother Miltank! The Desert's Secret!,6.6
4,51,Radiance Lighthouse! Battle at Asagi City!!,7.0
4,52,Tanba Gym! Wrestling Match!!,7.4
5,1,A Chain of Whirlpool Islands! A Renewed Challenge!!,6.9
5,2,Poppo and the Enormous Poppo! Towards the as Yet Unseen Sky!!,6.9
5,3,Set Out to the Sea! Line of Chonchie!!,6.6
5,4,Sunnygo the Amigo! Showdown on Yellow Rock Isle!!,6.7
5,5,Mantain and the Sunken Ship!! The Secret of the Mysterious Pokémon!,6.5
5,6,Okutank and Teppouo! Whirlpool Cup Preliminaries!!,6.7
5,7,Whirlpool Cup! A Big Battle in the Water Colosseum!!,7.1
5,8,Satoshi vs. Kasumi! The Final Battle in the Whirlpool Cup!!,7.3
5,9,Protect the Digda Village! The Big Pitfall Strategy!?,6.4
5,10,The Legend of Silver Wings! Battle at Silver Rock Island!!,6.5
5,11,Mysterious Pokémon X!!,7.3
5,12,Captive Lugia,7.2
5,13,The Promise with Lugia!,7.2
5,14,Fly Flight Hoho! Head for Asagi!!,6.6
5,15,Asagi Gym! Vs Haganeil!!,7.4
5,16,Farewell Fushigidane! Adventure at Professor Oak's,7.5
5,17,Eifie and Sakura! Enju City Once Again!!,6.9
5,18,Suikun and Minaki! The Legend of Houou!!,7.5
5,19,Run Quickly Along the Pokémon Ride!!,7.1
5,20,Famous Detective Junsar! The Mystery of the Egg that Disappeared!!,6.9
5,21,"Egg, Hatch",7.1
5,22,Team Rocket and Delibird!,7.0
5,23,The Kyukon in the Fog!,7.1
5,24,Balkie and the Karate King Nobuhiko!,6.5
5,25,Natio's Big Prediction!,6.4
5,26,Wataru and the Red Gyarados!,6.9
5,27,Red Gyarados's Anger!,7.3
5,28,Inomoo and Yanagi of the Winter!,7.1
5,29,Choji Gym! Ice Battle!,7.3
5,30,Kireihana and Rafflesia! Peace in Meadow!,6.6
5,31,Magcargot! Getting the Hot Heart!!,6.9
5,32,A Huge Transformation with Pokémon Magic!?,6.6
5,33,Thunder and the Crystal! Secret of the Lake!,6.7
5,34,Pupurin Twins vs Purin! Singing Pokémon Concert!,6.3
5,35,Yadon's Comprehension! Satoshi's Comprehension!,6.8
5,36,Fake Okido! Pokémon Senryu Confrontation!!,6.5
5,37,Pî to Pippi to nagareboshi!,6.7
5,38,Nyorozo's Evolution!,7.0
5,39,Battle Park! Vs Kamex - Lizardon - Fushigibana!,7.2
5,40,Nyorotono's Cheerleading!,6.7
5,41,The Ice Cave!,7.2
5,42,Ibuki and Miniryu!,7.0
5,43,Fusube Gym's Dragon's Fang!,7.3
5,44,Kairyu! Activate Imperial Rage!,7.7
5,45,Fusube Gym! The Final Badge!!,8.0
5,46,Sohnano!? Gym Badges and Sonans!!),6.9
5,47,Ryugu Gym! Battle in the Water!,6.8
5,48,Laplace's Song!,7.3
5,49,Protecting the Egg! The Life Born in a Storm!,7.1
5,50,Entei and Friends of the Hot Spring!,7.0
5,51,Yadoking! King's Symbol!,6.9
5,52,Nanako and Elekid!,7.1
5,53,Yogiras Does Its Best!,7.0
5,54,Unknown of the Country of Mystery,6.9
5,55,Bangiras and Yogiras!,7.0
5,56,Nyula and the Sacred Flame!,6.8
5,57,Silver League Opening! Shigeru Again!,7.3
5,58,League Preliminaries! Battle of the Magmarashi Flame!!,7.6
5,59,Meganium vs Fushigidane! Spirit of the Grass Types!,7.7
5,60,League Finals! Full Battle 6 vs 6!!,8.0
5,61,Rival Confrontation! Kamex vs Lizardon!!,8.4
5,62,Bursyamo Returns! Battle Against Hazuki!!,8.0
5,63,To the End of the Full Battle! Each One's Way!!,7.7
5,64,"Goodbye... And Then, Setting Off!",8.4
5,65,Parting with Pikachu...!,7.3
6,1,A New Land! A New Adventure!!,7.4
6,2,A Ruin with a View,7.0
6,3,There's No Place Like Hoenn,6.9
6,4,You Never Can Taillow,7.3
6,5,In the Knicker of Time!,6.7
6,6,A Poached Ego!,7.5
6,7,Tree's a Crowd,7.4
6,8,A Tail with a Twist,7.3
6,9,Taming of the Shroomish,6.8
6,10,The Greatest Pelipper in History!,6.9
6,11,A Bite to Remember,7.0
6,12,The Lotad Lowdown,7.2
6,13,All Things Bright and Beautifly!,7.0
6,14,Double Battle & Double Kemusso!?,7.0
6,15,Try to Study! Pokémon Trainer's School!,6.8
6,16,Winner by a Nosepass,7.4
6,17,Stairway to Devon,6.7
6,18,On a Wingull and a Prayer,6.9
6,19,Sharpedo Attack!,6.8
6,20,Brave the Wave,6.9
6,21,Which Wurmple's Which?,6.9
6,22,A Hole Lotta Trouble,7.3
6,23,Gone Corphishin,7.1
6,24,A Corphish Out of Water,6.9
6,25,A Mudkip Mission,7.3
6,26,Attack of the Konohana Family!,6.9
6,27,A Three Team Scheme!,7.0
6,28,Agehunt & Dokucale! The Final Evolution!,7.0
6,29,The Startling Yamirami!,6.8
6,30,Asanan and the Battle Girl! In a Storm!,7.2
6,31,Muro Gym Rematch! Surfing Battlefield!,7.6
6,32,The Abandoned Ship! The Creeping Shadow!!,7.0
6,33,A Rival for Haruka! Intensive Pokémon Contest Training!!,6.9
6,34,The Great First Pokémon Panic!!,7.3
6,35,Haruka! The First Pokémon Contest Challenge!!,7.0
6,36,The Spheal of Approval,6.6
6,37,Beauty and the Beast!? Dirteng and Joi-san,6.9
6,38,Plusle and Minun! The Mountain Lighthouse!!,7.2
6,39,Sing! Pokémon Trick House!!,7.0
6,40,Kinsetsu Gym! Tessen's Electric Shock Battle!!,7.5
7,1,What You Seed Is What You Get,7.3
7,2,Barubeat and Illumise! Dance of Love!,6.8
7,3,Fly Tatsubay! Towards the Future!,7.2
7,4,Enter Kasumi! Togepi and the Mirage Kingdom!!,7.4
7,5,Other Side of the Mirage! Togepi's Paradise!,7.6
7,6,Candid Camerupt!,7.1
7,7,I Feel Skitty,7.4
7,8,Zangoose vs Habunake! Rival Confrontation!,6.9
7,9,Masato and Masato! Protect Ametama!,6.7
7,10,Pokémon Contest! Hajitsuge Convention!,6.9
7,11,Vs Charem! Contest Battle!!,7.2
7,12,Cheer Pressure,6.7
7,13,Game Winning Assist,6.9
7,14,Fight for the Meteorite,6.9
7,15,Poetry Commotion,7.3
7,16,"Going, Going, Yawn",7.4
7,17,Lots of Patcheel! Beyond the Mountain in Search of Happiness!?,6.7
7,18,"All Torkoal, No Play",7.4
7,19,Return to Kinsetsu Gym! Vs Livolt!!,7.0
7,20,Eneko and Enekororo! Enter the Legendary Pokémon Coordinator!,7.1
7,21,Enter the Phantom Masked Coordinator!!,7.0
7,22,Shidake Town! Pokémon Contest!!,7.1
7,23,Solrock and Hasubrero! Legend of the Forest!,7.1
7,24,Sky of Tyltto! Spirit of Haruka!,7.0
7,25,The Great Gokulin Repelling Strategy!!,6.8
7,26,Critical Situation! Bakuong vs Juptile!,7.2
7,27,Go Go Ludicolo,7.1
7,28,Papa Is Idol? False Gym Leader!,6.6
7,29,Touka Gym Crisis! Household Crisis!,7.1
7,30,Touka Gym! The Fifth Badge!!,7.4
7,31,Dr. Okido and Dr. Odamaki! Secret Base Battle!!,7.1
7,32,Taggu batoru! Satoshi VS Haruka!? (Tag Battle! Satoshi vs Haruka!?) (The Bicker the Better),7.0
7,33,King of the Forbidden Forest! Fushigibana!!,7.3
7,34,Fushigidane and Fushigidane! Regaining the Monster Balls!!,7.1
7,35,Showdown! Fishing Master and the Giant Namazun!,7.1
7,36,Yajilon and the Ruins in the Mist!,7.2
7,37,Formidable Enemy!? Mother Coordinator Enters!,7.0
7,38,Pokémon Contest! Ruibosu Tournament!,6.8
7,39,Baneboo's Lost Object!?,6.8
7,40,That's Just Swellow,7.2
7,41,Take This House and Shuppet,6.6
7,42,The Fighting King of the Forest!? Wakasyamo vs. Kinogassa!,7.1
7,43,Unfair-Weather Friends,7.0
7,44,Hiwamaki City's Feather Carnival!!,7.1
7,45,Hiwamaki Gym! Battle in the Sky!,7.6
7,46,The Film's Riding on Bakuuda,7.2
7,47,Mystery! A Pokémon from Space!?,6.9
7,48,Banana Namakero Park and Kabigon!!,7.0
7,49,A Scare to Remember,7.5
7,50,Arrival in Minamo City! Polocks and Turning Swallow Cut!,7.3
7,51,Pokémon Contest! Minamo Tournament!,7.2
7,52,Enter Those Three! Referee School Island!,6.8
8,1,Clamperl of Wisdom,6.9
8,2,Glanth and the Deep Sea Treasure,6.8
8,3,Huntail and Sakurabyss! The Riddle of Evolution!,6.8
8,4,Muscle Battle!? Double Battle!!,6.9
8,5,Groudon vs. Kaiorga!,7.6
8,6,The Scuffle of Legends,7.8
8,7,Fu and Lan! Space Center Battle!,7.0
8,8,Solid as a Solrock,7.1
8,9,Man of the Sea! Shitenno Genji Appears!!,7.1
8,10,Island of Doctor Moroboshi! Fossil Pokémon Appear!!,6.9
8,11,Izabe Island Pokémon Contest! Beware of the Rival!!,7.1
8,12,Claydol Big and Tall,7.2
8,13,Falling in Love with Kucheat! Hasubrero's Flower Arrangement!!,7.2
8,14,Nuckrar and Vibrava! Lake of Illusion!,6.8
8,15,Absol! Creeping Shadow of Disaster,6.9
8,16,Catch Yukiwarashi!,7.3
8,17,Rescue Ralts! Hurry Masato!,7.5
8,18,The Great Eight Fate,7.3
8,19,Eight Ain't Enough,7.6
8,20,Massuguma! The Shape of Friendship!?,7.0
8,21,"Who, What, When, Where, Wynaut",7.1
8,22,Roll! Loving Donfan!,7.0
8,23,Disorderly Melee! Pokémon Contest - Kinagi Convention!: Part 1,7.2
8,24,Pacifidlog Jam,7.1
8,25,"With Haruka Delicious, Get Gonbe!!",7.2
8,26,Less Is Morrison!,7.1
8,27,Mysterious Thief Bannai & the Ribbon Cup!!,7.1
8,28,Satoshi and Haruka! Heated Battles of Hoen!!,5.6
8,29,Hi Ho Silver Wind!,7.4
8,30,Begin! Grand Festival!: Part 2,7.7
8,31,Rhapsody in Drew,7.6
8,32,Let's Go with Survival!,7.2
8,33,Like a Meowth to a Flame,7.3
8,34,Start the Preliminaries! Masamune Appears!!,7.5
8,35,Opening! Saiyu Tournament!!,7.8
8,36,To the Tournament Finals! Every Day a Heated Battle!,7.0
8,37,A Judgement Brawl,7.9
8,38,Choose it or Lose It!,7.0
8,39,Conclusion of the Fierce Fighting! The Road to Championship!!,7.9
8,40,The Scheme Team,7.6
8,41,Okido Laboratory! All Members Assemble!,7.8
8,42,"Mt. Moongazing! With Py, Pippi, and Pixy!",7.3
8,43,Numero Uno Articuno,7.5
8,44,The Symbol Life,8.1
8,45,Hooked on Onix,7.1
8,46,"Purin's Song, Papa's Song!",7.3
8,47,On Cloud Arcanine,7.0
8,48,Koduck's Depression,7.1
8,49,Nyula and Barrierd! Whose Restaurant!?,7.0
8,50,Evolution! That Mystery and Wonder!!,6.9
8,51,The Saffron Con,7.4
8,52,A Hurdle for Squirtle,7.0
8,53,Fighting Dojo! Satoshi vs. Haruka!,7.0
9,1,Fear Factor Phony,6.2
9,2,Enter Manene! Mansion of Rest!,7.6
9,3,Mizugorou and Mokoko! Wonder Drug of Love!?,7.0
9,4,Wheel of Frontier,7.5
9,5,Breeding House Practitioner and the Pokémon Egg!,6.7
9,6,Weekend Warrior,7.1
9,7,On Olden Pond,7.0
9,8,Battle Dome! Fusion of Fire and Water!!,7.8
9,9,Reversing the Charges,7.6
9,10,The Green Guardian,7.3
9,11,From Cradle to Save,7.5
9,12,Haruka Travels Through Time!!,7.4
9,13,Queen of the Serpentine!,7.0
9,14,Off the Unbeaten Path,7.1
9,15,Gonbe's Debut Battle! Harley and Taking the Game Seriously!,7.1
9,16,Juptile vs. Tropius! Grassland Duel!!,7.3
9,17,Pokémon Contest! Yuzuriha Convention!!,7.4
9,18,Cutting the Ties That Bind!,7.1
9,19,Fierce Fighting! Jungle Battle at the Battle Palace!!,7.5
9,20,Usohachi King and Manene Queen!?,7.0
9,21,The Red Lightning of Skyscrapers!,7.1
9,22,Decisive Game! Haruka vs Takeshi!!,7.4
9,23,Muchul and Three Rougela Sisters!,6.8
9,24,"Enter the Tower Tycoon, Lila!!",7.5
9,25,Battle Tower! Telepathy Battle!!,7.8
9,26,Pokémon Ranger: Deoxys Crisis! - Part 1,7.5
9,27,Pokémon Ranger! Deoxys Crisis!!: Part 2,8.0
9,28,All That Glitters Is Not Golden!,7.0
9,29,Harley and Team Rocket! Formation of a Villainous Alliance!?,7.5
9,30,Haruka vs Musashi! The Last Contest!!,7.6
9,31,Team Rocket Dissolution!? Respective Roads!,7.0
9,32,Grating Spaces!,7.2
9,33,Battle Pyramid! Vs Regirock!!,7.7
9,34,Slaking Kong,7.1
9,35,"May, We Harley Drew'd Ya!",7.5
9,36,Haruka vs Harley! Stage on with a Double Battle!!,7.6
9,37,Haruka vs Shu! The Final Battle!!,7.5
9,38,Eipam and the King!,6.9
9,39,Perap and the Pokémon Comedian!,6.9
9,40,Attack! The Stray Manyula!!,7.2
9,41,Battle Pyramid Again! Vs Registeel!!,7.9
9,42,Haruka vs Shu! Rivals Forever!!,7.7
9,43,Pinch Healing,6.8
9,44,Gathering the Gang of Four!,7.8
9,45,Deciding Match! Vs Regice!!,8.0
9,46,Satoshi vs. Haruka! Last Battle!!,7.8
9,47,"End of a Journey, and Then the Start of a Journey!",7.7
10,1,Setting Off! From Futaba Town to Masago Town!!,7.8
10,2,Find Pikachu! Route 202!,7.7
10,3,Rival Battle! Three vs. Three!!,8.0
10,4,Pochama vs. Subomie! Hikari's First Battle!!,7.5
10,5,Naetle! I'll Get You!,7.5
10,6,Bewilder Forest! Shinji Returns!!,7.2
10,7,Pochama Tries Its Hardest!!,7.0
10,8,Gureggru of the Mysterious Gym!,7.1
10,9,Let's Play with Mimirol!?,6.8
10,10,Can't Get the Pokétch!?,6.8
10,11,Mounting a Coordinator Assault!,7.0
10,12,Contest Battle! Rival Confrontation!!,7.0
10,13,Mukkuru Perseveres!,6.8
10,14,Leave It to Takeshi!,6.9
10,15,Kurogane Gym! Hyouta VS Shinji!!,7.2
10,16,Zugaidos vs Pikachu!!,7.1
10,17,Ancient Pokémon Rampage!,6.9
10,18,O'er the Rampardos We Watched!,7.2
10,19,I'll Get Pachirisu... No Need to Worry!?,6.9
10,20,Pokémon Hunter J!,7.3
10,21,The Strongest Koiking and the Most Beautiful Hinbass!,6.7
10,22,Pachirisu vs Eipam! Contest Battle!!,6.9
10,23,Roaring Haganeil! Protect the Bippa Village!!,6.6
10,24,Cooking Up a Sweet Story!,6.7
10,25,Oh Do You Know the Poffin Plan!,6.6
10,26,Pokémon Contest! Sonoo Tournament!!,7.2
10,27,Decisive Battle! Pochama vs Pottaishi!!,7.5
10,28,Fuwante and the Messenger of the North Wind!,7.0
10,29,Satoshi and Hikari! Any Need to Worry in a Tag Battle!?,6.8
10,30,Hakutai Forest! The Minomutchi Evolution Plan!!,6.8
10,31,The Grass-Type Is Always Greener!,6.9
10,32,Beequeen of the Amber Castle!,7.0
10,33,Like It! Pokémon Cosplay Convention!!,7.0
10,34,Buoysel! Road to Being the Strongest!!,7.1
10,35,Elite Four Goyo and Dohtakun!,6.9
10,36,The Sinnoh Space-Time Legend!,7.0
10,37,Hakutai Gym! Vs Natane!!,7.3
10,38,Explosive Birth! Cycling Road!!,6.8
10,39,Steamboat Willies!,6.6
10,40,Top-Down Training!,7.2
10,41,A Stand-Up Sit-Down!,6.7
10,42,Rakurai Practice Center!,6.4
10,43,Mumage! Escape from a Nightmare!!,7.0
10,44,Save the Lost Hippopotas!,6.5
10,45,Hunter J Returns! Protect Tatetops!,7.1
10,46,Shuffle in the Maze! Everyone Hustle!!,6.7
10,47,"Miru, Casey and the Bottom of the Water!",6.4
10,48,Satoshi and Hikari! Facing a New Adventure!!,6.0
10,49,Pokémon Contest! Yosuga Convention!!,6.4
10,50,All Members Participate! Tag Battle!!,7.2
10,51,Hikozaru vs. Zangoose! Destined Battle!!,7.0
10,52,Smells Like Team Spirt!,7.7
11,1,Hikozaru's Tears!,7.7
11,2,Natane and Sabonea! Farewell to Whom!?,6.8
11,3,Eipam and Buoysel! Respective Roads!!,7.0
11,4,Mikaruge's Keystone!,6.7
11,5,Bibarel Gnaws Best!,6.2
11,6,Dainose! Burning Spirit,6.4
11,7,Rentorar's Eyes!,6.4
11,8,Unknown of the Zui Ruins!,6.9
11,9,Pokémon Contest! Zui Convention!!,7.2
11,10,Miltank of the Maid Café!,6.5
11,11,The Urimoo Trio and the Hot Spring Battle!!,6.5
11,12,Riding the Winds of Change!,7.1
11,13,Pachirisu Is in Kabarudon's Mouth!?,6.4
11,14,Lucario! Wave Bomb of Anger!!,7.2
11,15,Crossing the Battle Line!,7.4
11,16,Tobari Gym! Lucario vs Buoysel!!,7.6
11,17,Lovely Fashion! Their Name Is Ginga-dan!!,7.2
11,18,"Pull Yourself Together, Lisyan!",6.4
11,19,Pokémon Ranger and the Kidnapped Riolu! Part 1,6.4
11,20,Pokémon Ranger! The Wave-Guiding Riolu!!: Part 2,7.3
11,21,"Goodbye, Dokucale!",7.5
11,22,Pikachu! Raichu! The Path to Evolution!!,7.0
11,23,Enter Contest Master Mikuri!!,7.2
11,24,Seven Stars Restaurant! Tag Battle for a Full Course!!,7.2
11,25,Everyone's a Rival! Mikuri Cup!!,7.4
11,26,Pruning a Passel of Pals!,7.4
11,27,Decisive Match! Hikari vs Haruka!!,7.6
11,28,Yanyanma! Capture Operation!!,6.9
11,29,The Scorching Hikozaru!,7.5
11,30,Cream of the Croagunk Crop!,6.5
11,31,A Crasher Course in Power!,7.4
11,32,Gliger! Wings of Friendship!/The Gluttonous Urimoo at Urayama House!,7.1
